Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label,paths
1721,9927,MSLT,NONE,PROSPECT,Abandoned,Low Significance,MSLT,138.5216014,-33.0513215,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1547,11695,Ni,Ni,OCCURRENCE,Not worked,Low Significance,REGO,136.9948676,-32.6252364,1,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1109,6468,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.5279894,-31.6752574,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1658,11274,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,137.1017436,-32.5932694,3,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
608,3103,"Cu, Zn",Cu,OCCURRENCE,Not worked,Low Significance,LMST,137.3339417,-30.3846364,5,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
3104,7068,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.5039226,-33.6985814,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2489,9329,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,136.0945037,-33.6579504,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
867,8552,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,135.74087580000003,-32.7295534,4,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
812,6458,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,IRSU,139.20844540000002,-31.3739975,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2313,10555,GRNT,NONE,OCCURRENCE,Not worked,Low Significance,GRNT,137.0577446,-33.4088724,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2669,8606,SLST,NONE,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3889014,-33.2580744,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1981,11728,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,135.7334458,-32.695319399999995,3,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
2510,3836,SAND,NONE,OCCURRENCE,Abandoned,Low Significance,SAND,138.2277294,-33.3729144,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2264,7237,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,TCTO,136.7074446,-33.6324134,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1244,6073,"Mn, Cu, Zn",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.1975525,-32.0273954,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
814,6792,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.546519,-30.7052773,8,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
2077,10950,MSLT,NONE,OCCURRENCE,Abandoned,Low Significance,REGO,138.74861230000002,-32.912947499999994,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
678,8463,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.2500336,-31.2563724,5,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
2730,8459,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,137.6905274,-33.8791814,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1800,8548,"Zn, Ag, Au, Fe, Pb",NONE,OCCURRENCE,Not worked,Low Significance,SKRN,136.5114047,-32.7576264,0,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2951,9335,"Ag, Au, U",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,135.35829180000002,-33.9402463,3,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
807,6497,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.79842340000002,-31.3630125,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2694,8599,GRVL,NONE,OCCURRENCE,Abandoned,Low Significance,GRVL,138.2895804,-33.4767464,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
965,7416,Ni,Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.67219,-30.8144043,1,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
1624,6298,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.5005194,-32.307891399999995,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
12,47,Ni,Ni,OCCURRENCE,Not worked,Low Significance,JASP,132.7120664,-26.4648812,1,data/stacked_images/LC08_L1TP_102079_20191204_20191217_01_T1.TIF
835,9472,"Pb, Cu, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,135.5894608,-32.9268213,4,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
870,10798,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.4409325,-31.0204344,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2446,9672,SDST,NONE,OCCURRENCE,Abandoned,Low Significance,SDST,138.60061230000002,-33.5173335,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2176,9260,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SCHT,137.33845259999998,-32.8059684,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
478,10602,U,U,OCCURRENCE,Not worked,Low Significance,GRVL,133.5908632,-30.0115253,7,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
2022,9952,Ag,Ag,OCCURRENCE,Not worked,Low Significance,BREC,136.3829917,-32.7092314,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2589,7234,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,FPEG,136.7561346,-33.5950414,5,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2059,3037,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,135.4515478,-32.8418763,8,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1123,6514,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,138.3696665,-31.5821034,6,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
785,6306,BAR,NONE,DEPOSIT,Abandoned,Low Significance,QBAU,138.5490305,-31.1583424,0,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
867,8552,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,135.74087580000003,-32.7295534,4,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
2188,7406,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.60257280000002,-32.8255503,6,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2611,7310,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.79395359999998,-33.5584274,4,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1258,6451,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.94564240000003,-31.287883500000003,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2501,9322,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,136.02168569999998,-33.3263104,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2524,9852,U,U,OCCURRENCE,Not worked,Low Significance,GRNT,136.2629177,-33.4329504,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
171,8437,"Cu, Pb, REE, Zn",Cu,OCCURRENCE,Not worked,Low Significance,SKRN,135.36038100000002,-28.9123523,5,data/stacked_images/LC08_L1TP_101080_20200114_20200127_01_T1.TIF
842,6533,Zn,NONE,PROSPECT,Not worked,Low Significance,TCTO,139.30346740000002,-31.3854085,0,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2224,3787,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9522123,-33.1632155,8,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1338,6322,Ag,Ag,OCCURRENCE,Not worked,Low Significance,IRSU,139.0911264,-31.9359985,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
447,9243,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.2642181,-29.9243343,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
573,377,"Ni, PTM",Ni,OCCURRENCE,Not worked,Low Significance,MPRD,133.62049720000002,-30.4145203,1,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
2952,7059,LMST,NONE,OCCURRENCE,Abandoned,Low Significance,LMST,137.5970565,-33.9406014,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2487,9154,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,136.4057217,-33.656426399999994,8,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2397,8895,"U, U3O8",U,DEPOSIT,Not worked,Significant to SA,SAND,137.4029325,-33.1960904,7,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2140,9808,Ag,Ag,OCCURRENCE,Not worked,Low Significance,VEIN,136.1736527,-32.6671674,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2646,8279,Fe,Fe,DEPOSIT,Active Mine,Significant to SA,MGTM,137.1153246,-33.2727894,6,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1833,5977,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.0931034,-32.8849164,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2943,8448,"Pb, Ag, REE, Zn",Pb,OCCURRENCE,Not worked,Low Significance,BREC,135.5139268,-33.7828554,4,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
2992,5081,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.82030840000002,-34.0518864,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
779,3209,"Cu, Co",Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,138.67356850000002,-31.1326984,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1494,9338,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7994834,-32.3411475,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1527,6226,"Ag, Cu",Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5051204,-32.4881534,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
965,7416,Ni,Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.67219,-30.8144043,1,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
894,6350,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7969754,-31.0724595,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2524,9852,U,U,OCCURRENCE,Not worked,Low Significance,GRNT,136.2629177,-33.4329504,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
484,9717,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.5666077,-30.0733864,7,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
1780,9740,"Ag, GRPH, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,SKRN,136.4499597,-32.6412784,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1119,9150,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,SHLE,136.9905636,-31.9536534,4,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
2821,9328,"Ni, Fe",Ni,OCCURRENCE,Not worked,Low Significance,MGTU,135.1759178,-33.70970629999999,1,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
846,3081,Au,Au,OCCURRENCE,Seasonal,Low Significance,TCTO,134.99419,-30.8676083,8,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
566,6790,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5594292,-30.3340713,6,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1456,6041,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.36824840000003,-32.0711994,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1864,7203,Fe,Fe,DEPOSIT,Ceased,Low Significance,METL,137.17530359999998,-33.024300399999994,6,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1884,8483,Ag,Ag,OCCURRENCE,Not worked,Low Significance,BIFM,137.0521666,-32.6475774,3,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
143,133,OPAL,NONE,PROSPECT,Seasonal,Low Significance,OPAL,134.6179501,-28.8355543,0,data/stacked_images/LC08_L1TP_101080_20200114_20200127_01_T1.TIF
871,3215,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,FBRC,138.6244355,-31.0240494,4,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1197,11567,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,136.6055357,-31.5910554,4,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
3041,7802,"CALI, GRNT",NONE,DEPOSIT,Seasonal,Locally Significant,CALC,137.6516095,-33.9068924,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2413,9415,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.8420136,-33.4298494,2,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1698,6003,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4672324,-32.4786284,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
543,11543,Zn,NONE,OCCURRENCE,Not worked,Low Significance,VEIN,134.2421221,-30.2229453,0,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
484,9717,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.5666077,-30.0733864,7,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
1430,9151,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,SHLE,137.0769536,-31.9378384,4,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
2433,9016,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.26338869999998,-33.2199164,2,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
3076,5092,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.8343104,-34.0593174,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1483,6004,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.63988740000002,-32.5348385,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
13,8829,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.0720082,-26.5629863,7,data/stacked_images/LC08_L1TP_101079_20191111_20191115_01_T1.TIF
1503,5979,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.7958474,-32.3457445,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
742,11541,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.88403799999998,-30.9551643,8,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
2141,9547,Ag,Ag,OCCURRENCE,Not worked,Low Significance,VEIN,136.66100769999997,-32.6673864,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1229,10191,BAR,NONE,DEPOSIT,Not worked,Low Significance,BARI,138.6622695,-30.9561624,0,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2847,9794,MARB,NONE,OCCURRENCE,Abandoned,Low Significance,MARB,138.5793803,-33.3634585,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1433,6354,"Pb, Ag, Au, Zn",Pb,OCCURRENCE,Seasonal,Low Significance,VEIN,139.2496243,-31.9411375,4,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1825,9621,"U, Mn",U,OCCURRENCE,Not worked,Low Significance,MTHH,136.6185257,-32.8552294,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
28,42,"Ni, Co, Cu",Ni,OCCURRENCE,Not worked,Low Significance,GOSS,132.7613144,-26.7784662,1,data/stacked_images/LC08_L1TP_102079_20191204_20191217_01_T1.TIF
1206,6933,"Mn, Cu",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,137.1815906,-31.6877864,2,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
2464,10768,LSND,NONE,OCCURRENCE,Not worked,Low Significance,CBRK,134.86600790000003,-33.5582863,0,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
1250,484,U,U,OCCURRENCE,Not worked,Low Significance,SAND,134.360173,-32.0554283,7,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1454,9166,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,133.7448611,-32.06950130000001,3,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2753,7301,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,137.7281374,-33.9603924,5,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
105,7026,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,135.948853,-28.1103353,7,data/stacked_images/LC08_L1TP_100080_20200107_20200114_01_T1.TIF
843,11542,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.541115,-30.8001913,1,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
290,11539,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.1540823,-29.477293300000003,7,data/stacked_images/LC08_L1TP_102080_20191204_20191217_01_T1.TIF
1912,10778,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.92839730000003,-32.7925565,8,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
481,11368,Au,Au,OCCURRENCE,Not worked,Low Significance,MSED,135.06127,-30.0145083,8,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
1981,11728,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,135.7334458,-32.695319399999995,3,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1548,11380,Pb,Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.7643947,-32.6257534,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
